18禁	18禁 🔞
主厨	主厨 🧑🏻‍🍳
主意	主意 💭️
举手	举手 🙋‍♂️ 🙋‍♀️
举重	举重 🏋️‍♂️ 🏋️‍♀️
举铁	举铁 🏋🏻
么么	么么 💋
义体	义体 🦾 🦿
义气	义气 ヽ(￣ω￣(￣ω￣〃)ゝ
义肢	义肢 🦾 🦿
乌贼	乌贼 🦑
乌鸦	乌鸦 🐦‍⬛
乌龟	乌龟 🐢
乍得	乍得 🇹🇩
乐曲	乐曲 🎼️
乐谱	乐谱 🎼
乒乓	乒乓 🏓️
乔装	乔装 🥸
乖宝	乖宝 👶
乘以	乘以 ✖️
乘号	乘号 ✖️
乘积	乘积 ∏
九点	九点 🕘
也门	也门 🇾🇪
习题	习题 📖️
书写	书写 ✍🏻️
书包	书包 🎒
书卷	书卷 📜️
书本	书本 📖 📚
书签	书签 🔖
书籍	书籍 📖 📚
乱噏	乱噏 🤥
乱码	乱码 ~%?…,#*'☆&℃$︿★?
乱讲	乱讲 🤥
乳液	乳液 🧴
乳酪	乳酪 🧀
二十	二十 廿 〹
云中	云中 😶‍🌫️
云彩	云彩 ☁️
云朵	云朵 ☁️
五指	五指 🖐🏻️
五点	五点 🕔
五谷	五谷 稻 黍（黍米） 稷（小米） 麦 菽（大豆） 麻（大麻）
井号	井号 #️⃣
亚军	亚军 🥈
亚洲	亚洲 🌏
交集	交集 ∩
享受	享受 ☺️
亮度	亮度 🔅 🔆
亮蛋	亮蛋 🧑🏻‍🦲
亲亲	亲亲 😘
亲吻	亲吻 💋
亲嘴	亲嘴 💋
亲爱	亲爱 😚️
人猿	人猿 🦧
人鱼	人鱼 🧜‍♂️ 🧜‍♀️
什么	什么 🤔 (´◔‸◔`)？
仓鼠	仓鼠 🐹
仔细	仔细 🧐
他们	他们 👥️
仙人	仙人 🧚🏻
仙女	仙女 🧚🏻‍♀️
仙子	仙子 🧚🏻‍♂️
仙贝	仙贝 🍘
令和	令和 ㋿
仲秋	仲秋 🌕️ 🎑️
价钱	价钱 💲
任意	任意 ∀
企女	企女 🧍🏻‍♀️
企男	企男 🧍🏻‍♂️
企鹅	企鹅 🐧
伊朗	伊朗 🇮🇷
伏特	伏特 ㎴ ㎵ ㎶ ㎷ ㎸ ㎹
休息	休息 😑️
休达	休达 🇪🇦
伞兵	伞兵 🪂
伞状	伞状 ☂️
传真	传真 📠
伤了	伤了 🤕️
伤心	伤心 💔
伪装	伪装 🥸
估吓	估吓 😏️
伸手	伸手 🫴
低头	低头 (。﹏。)
低温	低温 🥶
低落	低落 😞
住宅	住宅 🏠
住宿	住宿 🛌🏻️
住店	住店 🛌🏻️
佐料	佐料 🧂
体操	体操 🤸🏻
体积	体积 ㎣ ㎤ ㎥ ㎦ ㎕ ㎖ ㎗ ㎘ ㍑
佛堂	佛堂 🛐️
佛寺	佛寺 🛕
佛殿	佛殿 🛐️
佛珠	佛珠 📿️
作弄	作弄 😜️
作曲	作曲 🎼️
你好	你好 👋
你妈	你妈 🤬
你妹	你妹 🤬
你猜	你猜 😏️ 😼️
侦探	侦探 🕵️‍♂️ 🕵️‍♀️
便便	便便 💩
便当	便当 🍱
便条	便条 📝️
便笺	便笺 📝
便餐	便餐 🥡
俄国	俄国 🇷🇺
保密	保密 🤐
保龄	保龄 🎳️
信件	信件 ✉️
信号	信号 📶
信封	信封 ✉️
信息	信息 ℹ
信箱	信箱 📪
倒带	倒带 ⏪️
倒彩	倒彩 🖕🏻️
倒楣	倒楣 😫️
倒水	倒水 🫗
倒脸	倒脸 🙃
倒退	倒退 ◀️
倒霉	倒霉 😓
倾倒	倾倒 🫗
假肢	假肢 🦾 🦿
假话	假话 🤥
假面	假面 🎭️ 🥸
做梦	做梦 💭️ ZZzz…(。-ω-)..ooO((【•:*:~梦~:*:•】))
做饭	做饭 👨‍🍳 👩‍🍳
停止	停止 ⏹️
停车	停车 🅿️
健身	健身 💪
偷看	偷看 🫣
偷瞄	偷瞄 🫣
偷瞧	偷瞧 🫣
偷窥	偷窥 🫣 ┬┴┤_•)
偷笑	偷笑 😏️ 🤭
傍晚	傍晚 🌆
傲慢	傲慢 😤
傻冒	傻冒 🐷️
傻屄	傻屄 🐷️
傻瓜	傻瓜 🤪
傻笑	傻笑 😆
傻逼	傻逼 🤬
僵尸	僵尸 🧟‍♂️ 🧟‍♀️
儿子	儿子 👦
儿童	儿童 🧒
元宵	元宵 ⚪
兄妹	兄妹 👫🏻
兄弟	兄弟 👬
充电	充电 🔋️ 🔌
先生	先生 🤵🏻‍♂️
光头	光头 👨‍🦲 👩‍🦲 🦲
光明	光明 🌞️
光环	光环 😇
光盘	光盘 💽
光碟	光碟 💽
免费	免费 🆓
兑换	兑换 💱
兔头	兔头 🐰
兔女	兔女 👯🏻‍♀️
兔子	兔子 🐰 🐇
兔年	兔年 🐰️
兔男	兔男 👯🏻‍♂️
兔肉	兔肉 🐇️
兔脸	兔脸 🐰
全家	全家 👪
全新	全新 🆕
全等	全等 ≅
八点	八点 🕗
公主	公主 👸
公交	公交 🚌
公园	公园 ⛲
公放	公放 📢️
公牛	公牛 🐂
公羊	公羊 🐏
公路	公路 🛣
公车	公车 🚌 🚍
公顷	公顷 ㌶
公鸡	公鸡 🐓
六点	六点 🕕
关岛	关岛 🇬🇺
关机	关机 📴
兴奋	兴奋 😳 (p≧w≦q)
养神	养神 😑️
养鱼	养鱼 🐠️
兽人	兽人 🧌
内衣	内衣 👙
内裤	内裤 🩲
再见	再见 👋
冒号	冒号 ： :
冒汗	冒汗 😅 😰 😓
冒泡	冒泡 🫧
写作	写作 ✍🏻️
写信	写信 ✉️
写字	写字 ✍️
军人	军人 🪖
军盔	军盔 🪖
农夫	农夫 👨‍🌾
农妇	农妇 👩‍🌾
农户	农户 🧑🏻‍🌾
农民	农民 👨‍🌾 👩‍🌾
冠军	冠军 🏆
冥想	冥想 🧘‍♂️ 🧘‍♀️
冰冷	冰冷 🥶
冰刀	冰刀 ⛸️
冰块	冰块 🧊
冰壶	冰壶 🥌
冰岛	冰岛 🇮🇸
冰沙	冰沙 🍧
冰球	冰球 🏒
冰鞋	冰鞋 ⛸️
冲凉	冲凉 🚿️
冲浪	冲浪 🏄‍♂️ 🏄‍♀️
冷汗	冷汗 😅 😰 😓
冷漠	冷漠 😶️
冷笑	冷笑 😏️ （￣ー￣）
冷脸	冷脸 🥶
冷饮	冷饮 🍹
冻僵	冻僵 🥶
准确	准确 🎯️
凉爽	凉爽 🆒
凉鞋	凉鞋 🩴 👡
凋谢	凋谢 🥀
凋零	凋零 🥀
减号	减号 ➖
减少	减少 📉
凤梨	凤梨 🍍
凭据	凭据 🧾
凭条	凭条 🧾
凳子	凳子 🪑
出丑	出丑 🤡
出国	出国 💱
出拳	出拳 👊
出汗	出汗 🥵 😓 💦
出海	出海 🚢️
出游	出游 🚙️
出窍	出窍 0(:3)～=͟͟͞͞('､3)_ヽ)＿
出色	出色 🤩
出警	出警 🚨️
击中	击中 🎯️
击剑	击剑 🤺
击掌	击掌 ✋
刀叉	刀叉 🍴
分号	分号 ； ;
分手	分手 💔️
分裂	分裂 分＞(￣▽￣=￣︿￣)<裂
分贝	分贝 ㏈
划船	划船 🚣‍♂️ 🚣‍♀️
划艇	划艇 🚣‍♂️ 🚣‍♀️
列车	列车 🚄 🚅
刚果	刚果 🇨🇩 🇨🇬
初中	初中 🏫️
删除	删除 🆑 ⌫
刨冰	刨冰 🍧
利是	利是 🧧
别墅	别墅 🏡
别说	别说 🫢
别走	别走 _____λ......___丬别走啊～～
别针	别针 🧷
刷新	刷新 ⟲
刷牙	刷牙 🪥
刺猥	刺猥 🦔
刺猬	刺猬 🦔
剃刀	剃刀 🪒
剃头	剃头 💇🏻
剪刀	剪刀 ✂️
剪发	剪发 💇‍♂️ 💇‍♀️
剪头	剪头 💇‍♂️ 💇‍♀️
剪子	剪子 ✂️
剪影	剪影 👤
剪辑	剪辑 🎬️
力量	力量 💪 🦾 ┗|*｀0′*|┛
功率	功率 ㎺ ㎻ ㎼ ㎽ ㎾ ㎿
加冕	加冕 🫅🏻
加冰	加冰 🧊
加减	加减 ± ∓
加号	加号 ➕
加密	加密 🔐️
加彭	加彭 🇬🇦
加油	加油 ⛽
加纳	加纳 🇬🇭
加蓬	加蓬 🇬🇦
动车	动车 🚄 🚅
努力	努力 💪
劳作	劳作 ⚒️
劳动	劳动 ⚒️
劳工	劳工 👨🏻‍🏭 🧑🏻‍🏭
势利	势利 🤑️
勋章	勋章 🎖
勺子	勺子 🥄
勾选	勾选 ✅ ✔
勿扰	勿扰 🔕️
包包	包包 👜
包含	包含 ⊂ ⊃ ⊆ ⊇
包米	包米 🌽️
包装	包装 🎁
包裹	包裹 📦
包谷	包谷 🌽️
匕手	匕手 🗡️
匕首	匕首 🗡
化妆	化妆 🥸
化学	化学 ⚗️
北韩	北韩 🇰🇵
匙子	匙子 🥄
医学	医学 ⚕️
医生	医生 👨‍⚕️ 👩‍⚕️
医疗	医疗 ⚕️
医者	医者 🧑🏻‍⚕️
医院	医院 🏥
匿名	匿名 👤️
十一	十一 Ⅺ ⅺ ⑪
十二	十二 Ⅻ ⅻ ⑫
十点	十点 🕙
千克	千克 ㎏
千分	千分 ‰
千米	千米 ㎞ ㏎
升号	升号 ♯
升级	升级 🆙
半夜	半夜 🌃
半月	半月 🌓️
华夫	华夫 🧇
单曲	单曲 🔂
单板	单板 🏂🏻️
单眼	单眼 👁
单车	单车 🚲
单轨	单轨 🚝
单选	单选 🔘
卖艺	卖艺 🤹🏻
卖萌	卖萌 💠️ 😊️ 🥰
南帽	南帽 🎩️
南极	南极 🇦🇶
南瓜	南瓜 🎃️
南非	南非 🇿🇦
南韩	南韩 🇰🇷
博士	博士 🧑🏻‍🎓
占卜	占卜 🔮
卡车	卡车 🚛
卡达	卡达 🇶🇦
卤煮	卤煮 🍢️
卫兵	卫兵 💂‍♂️ 💂‍♀️
卫士	卫士 💂‍♂️ 💂‍♀️
卫星	卫星 🛰
卫门	卫门 💂🏻
印尼	印尼 🇮🇩
印度	印度 🇮🇳
危楼	危楼 🏚
危险	危险 ⚠️
卷发	卷发 👨‍🦱 👩‍🦱 🦱
卷烟	卷烟 🚬
卷纸	卷纸 🧻
卷虾	卷虾 🍤️
卷轴	卷轴 📜
卷饼	卷饼 🌮 🌯
厉害	厉害 👍
压力	压力 ㎩ ㍱ ㎪ ㎫ ㎬
压强	压强 ㎩ ㍱ ㎪ ㎫ ㎬
压缩	压缩 🗜️
厌恶	厌恶 🙄 🙃
厕所	厕所 🚻 🚾
厘米	厘米 ㎝
原子	原子 ⚛️
原木	原木 🪵
厨子	厨子 🧑🏻‍🍳
厨师	厨师 👨‍🍳 👩‍🍳
去死	去死 (-__-)=@))>o<)
参禅	参禅 🧘🏻
参考	参考 ※
叉叉	叉叉 ❌ ❎
叉梳	叉梳 🪮
友谊	友谊 🤝🏻
双人	双人 👥
双剑	双剑 ⚔️
双手	双手 🤲
双板	双板 ⛷️
双目	双目 👀️
双眼	双眼 👀️
双胞	双胞 👨‍👩‍👦‍👦 👨‍👩‍👧‍👦 👨‍👩‍👧‍👧
反对	反对 🙅‍♂️ 🙅‍♀️
反派	反派 🦹‍♂️ 🦹‍♀️
反胃	反胃 🤢
发件	发件 📤
发信	发信 📤
发卡	发卡 🪮
发型	发型 💇
发抖	发抖 😨 😱
发梦	发梦 💭️
发火	发火 😡
发烧	发烧 🤒
发热	发热 🥵
发狂	发狂 🤯
发票	发票 🧾
发芽	发芽 🌱
发言	发言 💬️
发誓	发誓 ✊🏻️
发财	发财 🤑
发钗	发钗 🪮
发飙	发飙 😡
取款	取款 🏧️
取钱	取钱 🏧️
受伤	受伤 🤕 ❤️‍🩹
变性	变性 ⚧
变装	变装 🥸
口岸	口岸 🛂️
口水	口水 🤤
口红	口红 💄
口罩	口罩 😷
古堡	古堡 🏰️
古巴	古巴 🇨🇺
句号	句号 。 .
可乐	可乐 🥤
可以	可以 🙆‍♂️ 🙆‍♀️ 🉑
可怕	可怕 😨
可怜	可怜 🥺
可恶	可恶 （＝。＝） (〃＞目＜)
可惜	可惜 😮‍💨
可爱	可爱 ☺️ 🥰
可真	可真 😓️
可能	可能 🤔
台历	台历 📆️
台湾	台湾 🇹🇼
台球	台球 🎱
台钟	台钟 🕰
台风	台风 🌀
右上	右上 ↗️ ↗
右下	右下 ↘️ ↘
右前	右前 ↗️
右后	右后 ↘️
右手	右手 🫱 🫸
右拳	右拳 🤛
右推	右推 🫸
右边	右边 👉
右面	右面 👉
叶子	叶子 🍃
叶门	叶门 🇾🇪
司南	司南 🧭
叹号	叹号 ❗ ❕
叹惜	叹惜 😮‍💨
叹气	叹气 😮‍💨
叻仔	叻仔 🤩
叻女	叻女 🤩
吃吧	吃吧 😋️
吃惊	吃惊 😱
吃瓜	吃瓜 [吃瓜]
吃糖	吃糖 🍬
吃肉	吃肉 🍖
吃面	吃面 🍜
吃饭	吃饭 🍚️ ψ(｀∇´)ψ (((((ヾ(o=^•ェ•)o┏━┓
合什	合什 🙏🏻️
合作	合作 🤝
合十	合十 🙏
合掌	合掌 🙏
合格	合格 🈴
吉他	吉他 🎸
吉士	吉士 🍮️
吉它	吉它 🎸️
吊牌	吊牌 🏷
同学	同学 🧑🏻‍🎓
同志	同志 👬🏻️
同意	同意 🙆‍♂️ 🙆‍♀️
吐了	吐了 🤮
吐司	吐司 🍞️
吐舌	吐舌 😛 😜 😝
向上	向上 👆
向下	向下 👇
向右	向右 👉
向左	向左 👈
吓人	吓人 👻
吓死	吓死 😦
吕宋	吕宋 🇵🇭
君主	君主 🫅
含泪	含泪 🥹
含蓄	含蓄 ☺️
吸把	吸把 🪠
吸气	吸气 🫁
吸烟	吸烟 🚬
吹拂	吹拂 🌬
吹气	吹气 🌬️
吹风	吹风 🌬
吻你	吻你 😘️ 😙️ 😽️
吻痕	吻痕 💋
呆子	呆子 🤓
呆滞	呆滞 😳
告状	告状 (σ'ω')σ ～(TロT)σ
呕吐	呕吐 🤮
呜呜	呜呜 😖️
呲牙	呲牙 😁️
呵呵	呵呵 🙂 🙃
呵护	呵护 🤲🏻
呵欠	呵欠 🥱
呼吸	呼吸 👃
呼机	呼机 📟
呼气	呼气 😮‍💨 🫁
命中	命中 🎯
和尚	和尚 👨‍🦲
和平	和平 ☮️
和服	和服 👘
咒骂	咒骂 🤬
咖啡	咖啡 ☕
咖喱	咖喱 🍛
咧嘴	咧嘴 😁️
咨询	咨询 ℹ️
咬唇	咬唇 🫦
咬牙	咬牙 😬
哀悼	哀悼 💮️
哆嗦	哆嗦 🥶
哇哦	哇哦 😃️ 😯️
哇喔	哇喔 😯️
哈哈	哈哈 😄
哈欠	哈欠 🥱
哈雷	哈雷 ☄️
响指	响指 🫰
响铃	响铃 🔔️
哥俩	哥俩 👬🏻️
哥哥	哥哥 🧍‍♂️
哥妹	哥妹 👫🏻️
哥弟	哥弟 👬🏻️
哦哦	哦哦 😀️
哦耶	哦耶 ✌️
哭泣	哭泣 😢
哭笑	哭笑 😂️ 😹️
哺乳	哺乳 🤱 👩‍🍼
唇印	唇印 💋
唇彩	唇彩 💄️
唇膏	唇膏 💄
唔明	唔明 😵‍💫 😵️
唔知	唔知 😲️ 🤷🏻
唱歌	唱歌 🎤️
商场	商场 🏬
商店	商店 🏪
商标	商标 ™
商贩	商贩 👲🏻️
商超	商超 🏬
啊嚏	啊嚏 🤧
啤酒	啤酒 🍺
啥啊	啥啊 😲️
喂奶	喂奶 🤱
喇叭	喇叭 📢 📣
喊话	喊话 🗣️
喔耶	喔耶 ✌🏻️
喜欢	喜欢 😍 ♥️
喜爱	喜爱 😻️
喝多	喝多 🥴
喝奶	喝奶 🍼
喝醉	喝醉 🥴
喝采	喝采 🥳
喧哗	喧哗 🗣️
喵喵	喵喵 🐱
喷嚏	喷嚏 🤧
喷头	喷头 🚿
喷气	喷气 💨️
喷水	喷水 🐳
喷泉	喷泉 ⛲
嗯哼	嗯哼 🫤
嗯嗯	嗯嗯 😀️ 嗯~o(*￣▽￣*)o
嘎嘎	嘎嘎 🦆
嘚瑟	嘚瑟 ～(￣▽￣～)~
嘟嘴	嘟嘴 😗️
嘲笑	嘲笑 😝
嘴唇	嘴唇 👄
嘴巴	嘴巴 👄
嘻嘻	嘻嘻 😁
嘿嘿	嘿嘿 😁
噘嘴	噘嘴 😗 🙎‍♂️ 🙎‍♀️
噢噢	噢噢 😀️
噢耶	噢耶 ✌🏻️
四点	四点 🕓
回家	回家 『家』～o(▽｀o)=3=3=3
回收	回收 ♻️
回族	回族 ☪️ 🧕🏾
回民	回民 ☪️ 🧕🏾
回车	回车 ↩️
因为	因为 ∵
团子	团子 🍡
困乏	困乏 😪
困了	困了 😪 🥱
困倦	困倦 😪 🥱
困困	困困 😪
困惑	困惑 😕
困扰	困扰 😕
困觉	困觉 😴️
围巾	围巾 🧣
围棋	围棋 ⚫ ⚪
围脖	围脖 🧣
围颈	围颈 🧣
固话	固话 ☎️
国宝	国宝 🐼
国王	国王 🤴
国际	国际 🌐️
图书	图书 📖 📚
图表	图表 📊
图钉	图钉 📌
圆圈	圆圈 ⭕
圆形	圆形 ⚫ ⚪
圆月	圆月 🌕 🌝
圆桶	圆桶 🪣
圈七	圈七 ⑦ ⓻ ➐ ㊆
圈三	圈三 ③ ⓷ ❸ ㊂
圈九	圈九 ⑨ ⓽ ➒ ㊈
圈二	圈二 ② ➋ ⓶ ㊁
圈五	圈五 ⑤ ➎ ⓹ ㊄
圈八	圈八 ⑧ ❽ ⓼ ㊇
圈六	圈六 ⑥ ⓺ ❻ ㊅
圈十	圈十 ⑩ ⓾ ⒑ ➓ ㊉
圈四	圈四 ④ ❹ ⓸ ㊃
圈圈	圈圈 ⭕️
土星	土星 🪐
土豆	土豆 🥔
土豪	土豪 💰️
圣堂	圣堂 ⛪
圣婴	圣婴 👼🏻
圣诞	圣诞 🎅 🤶 🧑‍🎄
在建	在建 🏗️
地主	地主 👲
地图	地图 🗺️ 🗾
地球	地球 🌏
地瓜	地瓜 🍠
地铁	地铁 🚇 Ⓜ️
场记	场记 🎬
坎达	坎达 🪯
坏人	坏人 🦹‍
坏笑	坏笑 😏 (^～^)
坏蛋	坏蛋 🦹‍♂️ 🦹‍♀️
坐车	坐车 🚙️
坚强	坚强 🥲
坚持	坚持 😣
坟地	坟地 🪦
坟墓	坟墓 🪦
垂直	垂直 ⊥
垃圾	垃圾 🗑
垒球	垒球 🥎
埃及	埃及 🇪🇬
城堡	城堡 🏯 🏰
城市	城市 🏙
城轨	城轨 Ⓜ️
培根	培根 🥓
基佬	基佬 👬🏻️
基友	基友 👬
基因	基因 🧬
基林	基林 🇨🇨
基督	基督 ✝️
堡垒	堡垒 🏰️
堵耳	堵耳 🙉
塔可	塔可 🌮️
塞着	塞着 😧️
墓碑	墓碑 🪦
墙砖	墙砖 🧱
增长	增长 📈
增高	增高 🔼️
墨镜	墨镜 😎 🕶
墨鱼	墨鱼 🦑
壁虎	壁虎 🦎
声调	声调 ˉ ˊ ˇ ˋ ˆ ˙ ˜ ˥ ˦ ˧ ˨ ˩ ꜀ ꜁ ꜂ ꜃ ꜄ ꜅ ꜆ ꜇
声音	声音 🔇 🔈 🔉 🔊
复杂	复杂 🤔️
复选	复选 ☑️
夕阳	夕阳 🌇
外公	外公 👴
外卖	外卖 🍱 🥡
外套	外套 🧥
外婆	外婆 👵
外汇	外汇 💱
外蒙	外蒙 🇲🇳
多云	多云 ⛅
多哥	多哥 🇹🇬
夜晚	夜晚 🌃
夜景	夜景 🌃️
夜色	夜色 🌃️
大于	大于 > ⩼
大人	大人 🧑🏻
大便	大便 💩
大写	大写 🔠
大厦	大厦 🏢️
大厨	大厨 👨‍🍳 👩‍🍳
大叔	大叔 🧔
大哭	大哭 😭
大喊	大喊 🗣️
大声	大声 🔊️
大夫	大夫 👨‍⚕️ 👩‍⚕️
大巴	大巴 🚌 🚍
大恩	大恩 🙏🏻️
大树	大树 🌳
大桥	大桥 🌉
大楼	大楼 🏙️ 🏢️
大正	大正 ㍽
大浪	大浪 🌊
大海	大海 🌊️
大漠	大漠 🏜️
大状	大状 🧑🏻‍⚖️
大王	大王 🃏
大笑	大笑 🤣 😂
大米	大米 🍚
大脑	大脑 🧠
大腿	大腿 🦵
大英	大英 🇬🇧
大蒜	大蒜 🧄
大虾	大虾 🦐
大衣	大衣 🧥
大象	大象 🐘
大陆	大陆 🇨🇳
大雨	大雨 ⛈️
大雪	大雪 ☃️
大饼	大饼 🫓
大马	大马 🇲🇾
大鹅	大鹅 🪿
天使	天使 👼🏻️ 😇
天呐	天呐 😱️ 🤯
天啊	天啊 😱️ 🤯 [天啊]
天平	天平 ⚖️
天房	天房 🕋️
天才	天才 😇️
天晴	天晴 ☀️
天气	天气 ☁️
天线	天线 📡
天阴	天阴 🌥️
天鹅	天鹅 🦢
太子	太子 🤴🏻
太差	太差 👎
太极	太极 ☯️
太棒	太棒 👍
太热	太热 🫠
太阳	太阳 ☀️ 🌞
太阴	太阴 🌙️ 🌝️
太难	太难 😵‍💫 😵️
夫妇	夫妇 👫🏻️
夫妻	夫妻 👫🏻️
失恋	失恋 💔
失望	失望 🙍
失聪	失聪 🧏‍♂️ 🧏‍♀️
失落	失落 (。_。)
头像	头像 👤
头名	头名 🥇
头大	头大 🤦🏻
头巾	头巾 👳‍♂️ 👳‍♀️ 🧕
头晕	头晕 😵 😵‍💫
头疼	头疼 🤦🏻
头盔	头盔 🪖
头秃	头秃 👨‍🦲 👩‍🦲 🦲
头纱	头纱 👰‍♀️
头脑	头脑 🧠
头骨	头骨 💀 ☠️
夹克	夹克 🧥
夹击	夹击 (o￣3)==@))゜ロ゜((@==(′ε′)o
夹子	夹子 🗜
夹钳	夹钳 🗜
奇怪	奇怪 🤔
奋斗	奋斗 💪
奔跑	奔跑 🏃🏻
奔马	奔马 🐎️
奖杯	奖杯 🏆
奖牌	奖牌 🏅
奖章	奖章 🏅️
奖金	奖金 💰
奖项	奖项 🏅️ 🎖 🏆
套娃	套娃 🪆
套餐	套餐 🍱️
奥兰	奥兰 🇦🇽
奥姆	奥姆 🕉
女人	女人 👩
女仔	女仔 🧍‍♀️
女儿	女儿 👧
女包	女包 👜
女厕	女厕 🚺
女同	女同 👩‍❤️‍👩
女士	女士 🚺
女子	女子 👩🏻️
女孩	女孩 👧
女工	女工 👩🏻‍🏭
女巫	女巫 🧙‍♀️
女帽	女帽 👒
女性	女性 ♀
女星	女星 👩🏻‍🎤
女王	女王 👸
女皇	女皇 👸
女童	女童 👧🏻️
女装	女装 👚
女靴	女靴 👢
女鞋	女鞋 👠
奶嘴	奶嘴 🍼️
奶奶	奶奶 👵
奶妈	奶妈 👩‍🍼
奶爸	奶爸 👨‍🍼
奶牛	奶牛 🐄
奶瓶	奶瓶 🍼
奶茶	奶茶 🧋
奶酪	奶酪 🧀
奶黄	奶黄 🍮️
奸笑	奸笑 😈️ [奸笑]
她们	她们 👥️
好㖿	好㖿 😁️
好假	好假 😓️
好冷	好冷 🥶
好劲	好劲 🤩
好叻	好叻 🤩
好吃	好吃 😋
好吧	好吧 😉️ 😪️
好味	好味 😋️
好哒	好哒 👌
好啊	好啊 😁️
好嘛	好嘛 🥺
好嘢	好嘢 👍🏻️
好囧	好囧 😅️ 😰️
好奇	好奇 😯
好强	好强 👍
好棒	好棒 👍
好热	好热 🥵
好玩	好玩 😆️
好的	好的 👌 🙆‍♂️ 🙆‍♀️
好窘	好窘 😅️
好笑	好笑 🤭
好耶	好耶 😆
好萌	好萌 😊️
好评	好评 💯️
好运	好运 🤞 🙏
好难	好难 😵‍💫 😵️
如厕	如厕 🚾️
妃嫔	妃嫔 👸🏻️
妃子	妃子 👸🏻️
妈咪	妈咪 👩🏻️
妈妈	妈妈 👩
妈屄	妈屄 🤬
妈的	妈的 🤬
妊娠	妊娠 🫄🏻
妖怪	妖怪 👺
妖物	妖物 👺️
妖精	妖精 🧚
妹妹	妹妹 🧍‍♀️
妻子	妻子 👰🏻‍♀️
姊妹	姊妹 👭🏻️
姊弟	姊弟 👫🏻️
姐妹	姐妹 👭🏻️
姐姐	姐姐 🧍‍♀️
姐弟	姐弟 👫🏻️
委屈	委屈 🙎🏻 🥹 ╥﹏╥...
姥姥	姥姥 👵
姥爷	姥爷 👴
娃娃	娃娃 👶🏻️ 🎎 🪆
娱乐	娱乐 🎢
婚礼	婚礼 💒
婚纱	婚纱 👰‍♀️
婴儿	婴儿 👶 🚼
婴孩	婴孩 👶🏻️
媚眼	媚眼 😉
嫔妃	嫔妃 👸🏻️
嫩苗	嫩苗 🌱
孔雀	孔雀 🦚
孕妇	孕妇 🤰
孕肚	孕肚 🤰
字母	字母 🔤️
字符	字符 🔣
字节	字节 ㎅ ㎆ ㎇
存在	存在 ∃ ∄
孙女	孙女 👧🏻️
孙子	孙子 👦🏻️
季军	季军 🥉
学位	学位 🎓
学士	学士 🎓️ 🧑🏻‍🎓
学姐	学姐 👩🏻‍🎓
学校	学校 🏫
学生	学生 👨‍🎓 👩‍🎓
学长	学长 👨🏻‍🎓
孩子	孩子 🧒
孲𤘅	孲𤘅 👶🏻️
孵化	孵化 🐣️
宅女	宅女 👩🏻‍💻
宅男	宅男 👨🏻‍💻 🤓
守卫	守卫 💂🏻
守密	守密 🤐
安培	安培 ㎀ ㎁ ㎂ ㎃ ㎄
安巴	安巴 🇦🇬
安慰	安慰 🤗️ 😌 (´･･)ﾉ(._.`)
安检	安检 🛂
安逸	安逸 😌
安静	安静 🤫
完了	完了 😔️
定义	定义 ≔ ≝ ≕
定食	定食 🍱️
宝宝	宝宝 👶 🚼
宝石	宝石 💎
宝贝	宝贝 👶🏻️
客气	客气 😎️
客船	客船 🛳
客轮	客轮 🛳
宣誓	宣誓 ✊🏻️
宫灯	宫灯 🏮️
害怕	害怕 😨
害羞	害羞 😳
家庭	家庭 👪
家禽	家禽 🐔
家蝇	家蝇 🪰
容量	容量 ㎕ ㎖ ㎗ ㎘
宽度	宽度 ↔️
宾馆	宾馆 🏨
密码	密码 🔏️
密钥	密钥 🔐
寒冷	寒冷 🥶
寮国	寮国 🇱🇦
对上	对上 🆚️
对决	对决 🆚
对勾	对勾 ✔️ ✅ ☑ ✓ ⭕ √
对号	对号 ✅ ✔
对战	对战 🆚
对抗	对抗 🆚
对数	对数 ㏑ ㏒
对比	对比 🆚️
对白	对白 💬️
对眼	对眼 (￫ܫ￩)
对称	对称 ⌯
对虾	对虾 🦐
对话	对话 💬️ 🗣
对钩	对钩 ✅ ✔
寺庙	寺庙 🛐️ 🛕
寺院	寺院 🛐️
导弹	导弹 🚀️
寿司	寿司 🍣
封印	封印 〆
封口	封口 🤐
封路	封路 ⛔️
封闭	封闭 〆
射箭	射箭 🏹️
尊敬	尊敬 🫡
尊重	尊重 🫡
小丑	小丑 🤡
小于	小于 < ⩻
小写	小写 🔡
小刀	小刀 🔪
小包	小包 👝️
小区	小区 🏘️
小号	小号 🎺
小声	小声 🤫
小学	小学 🏫️
小孩	小孩 🧒
小屋	小屋 🛖
小岛	小岛 🏝️
小巴	小巴 🚐
小强	小强 🪳
小心	小心 ⚠️
小憩	小憩 😑️
小样	小样 😏️ 😠️ 😾️
小气	小气 🙁️
小熊	小熊 🐻
小狗	小狗 🐶 🐕
小猪	小猪 🐷
小猫	小猫 🐱 🐈
小王	小王 🃏
小票	小票 🧾
小童	小童 🧒🏻
小羊	小羊 🐑
小蛇	小蛇 🐍
小说	小说 📕️
小贩	小贩 👲🏻️
小费	小费 💁🏻‍♂️ 🈂
小马	小马 🐎
小驴	小驴 🫏
小鱼	小鱼 🐟
小鸟	小鸟 🐦
小鸡	小鸡 🐣 🐤 🐥
小鼠	小鼠 🐁️
少云	少云 🌤
少许	少许 🤏
